"date","product_id","product_name","category","product_type","sales_forecast","demand","actual_sales","lost_sales","promo_flag","discount","base_price","selling_price","opening_stock","inbound_qty","consumption","wastage","closing_stock","stockout_flag","pr_flag","pr_qty","po_flag","supplier_id","planned_lead_time","actual_lead_time","received_qty","delay_flag","shelf_life_days"
"4/1/2024","SKU_002","Milk","Chilled","Perishable","1561","1526","1154","372","0","0","210.151922747027","210.151922747027","1154","0","1154","44","0","1","0","0","0","SUP_3","0","0","0","0","5"
"4/2/2024","SKU_002","Milk","Chilled","Perishable","1056","985","0","985","0","0","182.92747512596","182.92747512596","0","921","0","0","921","1","1","975","1","SUP_1","5","5","921","0","5"
"4/3/2024","SKU_002","Milk","Chilled","Perishable","847","788","788","0","1","0.2109487102449321","185.973136220831","146.742342994841","921","0","788","19","114","0","0","0","0","SUP_1","0","0","0","0","5"
"4/4/2024","SKU_002","Milk","Chilled","Perishable","728","660","114","546","1","0.3315155161294106","259.697095480819","173.603478835186","114","865","114","4","861","1","1","885","1","SUP_2","3","3","865","0","5"
"4/5/2024","SKU_002","Milk","Chilled","Perishable","1095","1015","861","154","0","0","127.314112917435","127.314112917435","861","0","861","18","0","1","0","0","0","SUP_2","0","0","0","0","5"
"4/6/2024","SKU_002","Milk","Chilled","Perishable","1382","1446","0","1446","0","0","120.089524520475","120.089524520475","0","1202","0","0","1202","1","1","1262","1","SUP_1","2","2","1202","0","5"
"4/7/2024","SKU_002","Milk","Chilled","Perishable","516","517","517","0","0","0","233.285381651233","233.285381651233","1202","0","517","30","655","0","0","0","0","SUP_3","0","0","0","0","5"
"4/8/2024","SKU_002","Milk","Chilled","Perishable","1732","1580","655","925","0","0","189.916638593234","189.916638593234","655","1246","655","9","1237","1","1","1262","1","SUP_3","2","2","1246","0","5"
"4/9/2024","SKU_002","Milk","Chilled","Perishable","530","574","574","0","0","0","151.932441067792","151.932441067792","1237","0","574","22","641","0","0","0","0","SUP_2","0","0","0","0","5"
"4/10/2024","SKU_002","Milk","Chilled","Perishable","903","916","641","275","0","0","224.735433762391","224.735433762391","641","832","641","12","820","1","1","899","1","SUP_1","6","8","832","1","5"
"4/11/2024","SKU_002","Milk","Chilled","Perishable","366","310","310","0","1","0.1464908060145329","230.470357603437","196.708569155652","820","0","310","38","472","0","0","0","0","SUP_3","0","0","0","0","5"
"4/12/2024","SKU_002","Milk","Chilled","Perishable","587","679","472","207","0","0","241.963846474536","241.963846474536","472","1053","472","6","1047","1","1","1220","1","SUP_1","2","3","1053","1","5"
"4/13/2024","SKU_002","Milk","Chilled","Perishable","1124","1270","1047","223","0","0","131.029489940548","131.029489940548","1047","0","1047","20","0","1","0","0","0","SUP_1","0","0","0","0","5"
"4/14/2024","SKU_002","Milk","Chilled","Perishable","407","465","0","465","0","0","200.465796691757","200.465796691757","0","1184","0","0","1184","1","1","1199","1","SUP_2","6","6","1184","0","5"
"4/15/2024","SKU_002","Milk","Chilled","Perishable","491","474","474","0","0","0","226.226925098263","226.226925098263","1184","0","474","38","672","0","0","0","0","SUP_2","0","0","0","0","5"
"4/16/2024","SKU_002","Milk","Chilled","Perishable","728","650","650","0","1","0.201380288800884","243.105279481761","194.148668090704","672","990","650","22","990","0","1","1234","1","SUP_1","3","5","990","1","5"
"4/17/2024","SKU_002","Milk","Chilled","Perishable","330","372","372","0","0","0","219.277337714132","219.277337714132","990","0","372","39","579","0","0","0","0","SUP_3","0","0","0","0","5"
"4/18/2024","SKU_002","Milk","Chilled","Perishable","438","487","487","0","0","0","155.396729643123","155.396729643123","579","776","487","23","845","0","1","911","1","SUP_3","5","5","776","0","5"
"4/19/2024","SKU_002","Milk","Chilled","Perishable","908","812","812","0","0","0","137.808576707289","137.808576707289","845","0","812","17","16","0","0","0","0","SUP_3","0","0","0","0","5"
"4/20/2024","SKU_002","Milk","Chilled","Perishable","1215","1337","16","1321","0","0","247.189281443461","247.189281443461","16","1271","16","0","1271","1","1","1416","1","SUP_3","3","3","1271","0","5"
"4/21/2024","SKU_002","Milk","Chilled","Perishable","1124","955","955","0","0","0","149.660246400972","149.660246400972","1271","0","955","40","276","0","0","0","0","SUP_3","0","0","0","0","5"
"4/22/2024","SKU_002","Milk","Chilled","Perishable","479","548","276","272","0","0","244.815486562421","244.815486562421","276","1101","276","11","1090","1","1","1243","1","SUP_1","2","2","1101","0","5"
"4/23/2024","SKU_002","Milk","Chilled","Perishable","1047","1231","1090","141","0","0","191.694539764932","191.694539764932","1090","0","1090","17","0","1","0","0","0","SUP_3","0","0","0","0","5"
"4/24/2024","SKU_002","Milk","Chilled","Perishable","306","360","0","360","0","0","217.857915144428","217.857915144428","0","981","0","0","981","1","1","984","1","SUP_3","6","6","981","0","5"
"4/25/2024","SKU_002","Milk","Chilled","Perishable","373","422","422","0","0","0","159.604050089598","159.604050089598","981","0","422","29","530","0","0","0","0","SUP_3","0","0","0","0","5"
"4/26/2024","SKU_002","Milk","Chilled","Perishable","1065","968","530","438","1","0.1634693870764136","247.922994515392","207.395174559812","530","942","530","12","930","1","1","1020","1","SUP_1","3","3","942","0","5"
"4/27/2024","SKU_002","Milk","Chilled","Perishable","557","525","525","0","0","0","193.852824541189","193.852824541189","930","0","525","16","389","0","0","0","0","SUP_3","0","0","0","0","5"
"4/28/2024","SKU_002","Milk","Chilled","Perishable","1048","1086","389","697","0","0","139.521365800996","139.521365800996","389","719","389","14","705","1","1","807","1","SUP_1","3","5","719","1","5"
"4/29/2024","SKU_002","Milk","Chilled","Perishable","848","767","705","62","0","0","237.580340174366","237.580340174366","705","950","705","33","917","1","1","1153","1","SUP_1","4","4","950","0","5"
"4/30/2024","SKU_002","Milk","Chilled","Perishable","694","804","804","0","0","0","133.678574516683","133.678574516683","917","0","804","35","78","0","0","0","0","SUP_1","0","0","0","0","5"
"5/1/2024","SKU_002","Milk","Chilled","Perishable","777","772","78","694","0","0","216.819852887528","216.819852887528","78","1370","78","2","1368","1","1","1402","1","SUP_2","6","6","1370","0","5"
"5/2/2024","SKU_002","Milk","Chilled","Perishable","140","139","139","0","0","0","226.17719421278","226.17719421278","1368","0","139","34","1195","0","0","0","0","SUP_1","0","0","0","0","5"
"5/3/2024","SKU_002","Milk","Chilled","Perishable","473","451","451","0","1","0.2837491095736433","178.21136151174","127.644046366877","1195","0","451","14","730","0","0","0","0","SUP_3","0","0","0","0","5"
"5/4/2024","SKU_002","Milk","Chilled","Perishable","180","191","191","0","0","0","245.191925983635","245.191925983635","730","833","191","35","1337","0","1","902","1","SUP_2","4","4","833","0","5"
"5/5/2024","SKU_002","Milk","Chilled","Perishable","366","426","426","0","0","0","159.037261700865","159.037261700865","1337","0","426","24","887","0","0","0","0","SUP_1","0","0","0","0","5"
"5/6/2024","SKU_002","Milk","Chilled","Perishable","532","456","456","0","0","0","130.935356425162","130.935356425162","887","0","456","27","404","0","0","0","0","SUP_1","0","0","0","0","5"
"5/7/2024","SKU_002","Milk","Chilled","Perishable","287","272","272","0","0","0","169.100591323595","169.100591323595","404","1382","272","13","1501","0","1","1464","1","SUP_2","5","5","1382","0","5"
"5/8/2024","SKU_002","Milk","Chilled","Perishable","580","495","495","0","0","0","226.712558686187","226.712558686187","1501","0","495","27","979","0","0","0","0","SUP_3","0","0","0","0","5"
"5/9/2024","SKU_002","Milk","Chilled","Perishable","601","685","685","0","0","0","203.956083991928","203.956083991928","979","0","685","10","284","0","0","0","0","SUP_3","0","0","0","0","5"
"5/10/2024","SKU_002","Milk","Chilled","Perishable","267","316","284","32","0","0","237.980677295526","237.980677295526","284","761","284","6","755","1","1","934","1","SUP_3","2","2","761","0","5"
"5/11/2024","SKU_002","Milk","Chilled","Perishable","802","828","755","73","0","0","248.196789007229","248.196789007229","755","992","755","19","973","1","1","1067","1","SUP_2","3","3","992","0","5"
"5/12/2024","SKU_002","Milk","Chilled","Perishable","544","618","618","0","0","0","130.415396006986","130.415396006986","973","0","618","46","309","0","0","0","0","SUP_1","0","0","0","0","5"
"5/13/2024","SKU_002","Milk","Chilled","Perishable","793","849","309","540","0","0","134.562415251314","134.562415251314","309","1227","309","10","1217","1","1","1470","1","SUP_2","3","4","1227","1","5"
"5/14/2024","SKU_002","Milk","Chilled","Perishable","1005","1000","1000","0","0","0","142.958316074242","142.958316074242","1217","0","1000","41","176","0","0","0","0","SUP_2","0","0","0","0","5"
"5/15/2024","SKU_002","Milk","Chilled","Perishable","601","670","176","494","1","0.1722073574799021","200.411761393462","165.899381556001","176","802","176","4","798","1","1","905","1","SUP_2","6","6","802","0","5"
"5/16/2024","SKU_002","Milk","Chilled","Perishable","759","723","723","0","0","0","130.306556614715","130.306556614715","798","1255","723","18","1312","0","1","1349","1","SUP_1","6","6","1255","0","5"
"5/17/2024","SKU_002","Milk","Chilled","Perishable","268","332","332","0","0","0","198.700223631201","198.700223631201","1312","0","332","47","933","0","0","0","0","SUP_2","0","0","0","0","5"
"5/18/2024","SKU_002","Milk","Chilled","Perishable","810","683","683","0","0","0","192.00570704738","192.00570704738","933","0","683","37","213","0","0","0","0","SUP_3","0","0","0","0","5"
"5/19/2024","SKU_002","Milk","Chilled","Perishable","860","769","213","556","0","0","149.490383668975","149.490383668975","213","892","213","3","889","1","1","929","1","SUP_3","6","6","892","0","5"
"5/20/2024","SKU_002","Milk","Chilled","Perishable","688","742","742","0","0","0","173.628793698825","173.628793698825","889","0","742","24","123","0","0","0","0","SUP_1","0","0","0","0","5"
"5/21/2024","SKU_002","Milk","Chilled","Perishable","190","175","123","52","0","0","200.50356387663","200.50356387663","123","1157","123","2","1155","1","1","1403","1","SUP_1","3","3","1157","0","5"
"5/22/2024","SKU_002","Milk","Chilled","Perishable","1015","934","934","0","1","0.272216621106389","198.778280751949","144.667528816317","1155","0","934","52","169","0","0","0","0","SUP_2","0","0","0","0","5"
"5/23/2024","SKU_002","Milk","Chilled","Perishable","384","410","169","241","0","0","221.495912682555","221.495912682555","169","1152","169","3","1149","1","1","1193","1","SUP_3","4","4","1152","0","5"
"5/24/2024","SKU_002","Milk","Chilled","Perishable","241","249","249","0","1","0.1110731801455232","134.843806593753","119.866276172457","1149","0","249","45","855","0","0","0","0","SUP_2","0","0","0","0","5"
"5/25/2024","SKU_002","Milk","Chilled","Perishable","250","293","293","0","0","0","137.625716715842","137.625716715842","855","0","293","26","536","0","0","0","0","SUP_3","0","0","0","0","5"
"5/26/2024","SKU_002","Milk","Chilled","Perishable","732","671","536","135","0","0","216.67736965595","216.67736965595","536","1023","536","19","1004","1","1","1205","1","SUP_1","2","2","1023","0","5"
"5/27/2024","SKU_002","Milk","Chilled","Perishable","415","482","482","0","1","0.2402318115110653","244.14815119594","185.495998557062","1004","0","482","19","503","0","0","0","0","SUP_1","0","0","0","0","5"
"5/28/2024","SKU_002","Milk","Chilled","Perishable","673","668","503","165","0","0","202.656521591547","202.656521591547","503","1122","503","24","1098","1","1","1367","1","SUP_1","4","6","1122","1","5"
"5/29/2024","SKU_002","Milk","Chilled","Perishable","566","492","492","0","1","0.1038537396121019","204.956400047923","183.670911445512","1098","0","492","15","591","0","0","0","0","SUP_1","0","0","0","0","5"
"5/30/2024","SKU_002","Milk","Chilled","Perishable","457","395","395","0","1","0.1033953969746924","166.560288862727","149.338721675546","591","811","395","14","993","0","1","868","1","SUP_3","5","5","811","0","5"
"5/31/2024","SKU_002","Milk","Chilled","Perishable","518","458","458","0","1","0.2505614823013307","125.577472717328","94.1125950096196","993","0","458","48","487","0","0","0","0","SUP_1","0","0","0","0","5"
"6/1/2024","SKU_002","Milk","Chilled","Perishable","324","330","330","0","1","0.15825826333756","225.330601935635","189.670172196494","487","966","330","22","1101","0","1","1075","1","SUP_1","4","4","966","0","5"
"6/2/2024","SKU_002","Milk","Chilled","Perishable","873","851","851","0","1","0.2916744559583706","185.551696572968","131.431006422895","1101","0","851","46","204","0","0","0","0","SUP_2","0","0","0","0","5"
"6/3/2024","SKU_002","Milk","Chilled","Perishable","325","361","204","157","0","0","157.304375030509","157.304375030509","204","1331","204","7","1324","1","1","1458","1","SUP_2","4","4","1331","0","5"
"6/4/2024","SKU_002","Milk","Chilled","Perishable","553","512","512","0","0","0","258.095800707942","258.095800707942","1324","0","512","40","772","0","0","0","0","SUP_3","0","0","0","0","5"
"6/5/2024","SKU_002","Milk","Chilled","Perishable","121","120","120","0","0","0","192.483691994625","192.483691994625","772","865","120","7","1510","0","1","1029","1","SUP_3","6","6","865","0","5"
"6/6/2024","SKU_002","Milk","Chilled","Perishable","323","322","322","0","1","0.322107926286024","144.563695827572","97.9985835483091","1510","0","322","66","1122","0","0","0","0","SUP_1","0","0","0","0","5"
"6/7/2024","SKU_002","Milk","Chilled","Perishable","302","361","361","0","1","0.2063388185821709","125.634267886695","99.7110414775185","1122","0","361","55","706","0","0","0","0","SUP_2","0","0","0","0","5"
"6/8/2024","SKU_002","Milk","Chilled","Perishable","451","399","399","0","1","0.1744625028215257","234.39781950382","193.504189257276","706","1082","399","33","1356","0","1","1121","1","SUP_1","2","2","1082","0","5"
"6/9/2024","SKU_002","Milk","Chilled","Perishable","422","416","416","0","0","0","220.633997337193","220.633997337193","1356","0","416","22","918","0","0","0","0","SUP_3","0","0","0","0","5"
"6/10/2024","SKU_002","Milk","Chilled","Perishable","631","631","631","0","0","0","179.129262178103","179.129262178103","918","0","631","22","265","0","0","0","0","SUP_1","0","0","0","0","5"
"6/11/2024","SKU_002","Milk","Chilled","Perishable","390","443","265","178","0","0","146.187957043693","146.187957043693","265","1027","265","11","1016","1","1","1096","1","SUP_1","5","6","1027","1","5"
"6/12/2024","SKU_002","Milk","Chilled","Perishable","841","1016","1016","0","1","0.1613074895579197","240.379206068193","201.604239795407","1016","0","1016","41","0","0","0","0","0","SUP_2","0","0","0","0","5"
"6/13/2024","SKU_002","Milk","Chilled","Perishable","263","277","0","277","0","0","145.564195731519","145.564195731519","0","812","0","0","812","1","1","864","1","SUP_1","4","4","812","0","5"
"6/14/2024","SKU_002","Milk","Chilled","Perishable","198","227","227","0","1","0.136467281738474","186.611554099244","161.145182570328","812","0","227","14","571","0","0","0","0","SUP_2","0","0","0","0","5"
"6/15/2024","SKU_002","Milk","Chilled","Perishable","634","709","571","138","0","0","151.717538793681","151.717538793681","571","1260","571","20","1240","1","1","1277","1","SUP_3","4","4","1260","0","5"
"6/16/2024","SKU_002","Milk","Chilled","Perishable","463","388","388","0","0","0","244.170535484404","244.170535484404","1240","0","388","30","822","0","0","0","0","SUP_2","0","0","0","0","5"
"6/17/2024","SKU_002","Milk","Chilled","Perishable","624","725","725","0","0","0","139.331711924281","139.331711924281","822","0","725","11","86","0","0","0","0","SUP_1","0","0","0","0","5"
"6/18/2024","SKU_002","Milk","Chilled","Perishable","643","654","86","568","0","0","125.260204018245","125.260204018245","86","1125","86","3","1122","1","1","1203","1","SUP_3","4","5","1125","1","5"
"6/19/2024","SKU_002","Milk","Chilled","Perishable","178","208","208","0","0","0","179.293372922143","179.293372922143","1122","0","208","27","887","0","0","0","0","SUP_3","0","0","0","0","5"
"6/20/2024","SKU_002","Milk","Chilled","Perishable","100","107","107","0","0","0","133.203771204785","133.203771204785","887","0","107","43","737","0","0","0","0","SUP_1","0","0","0","0","5"
"6/21/2024","SKU_002","Milk","Chilled","Perishable","291","256","256","0","1","0.2648992067647037","253.288178561609","186.192340977763","737","807","256","32","1256","0","1","846","1","SUP_1","4","5","807","1","5"
"6/22/2024","SKU_002","Milk","Chilled","Perishable","486","581","581","0","0","0","229.899884419302","229.899884419302","1256","0","581","37","638","0","0","0","0","SUP_2","0","0","0","0","5"
"6/23/2024","SKU_002","Milk","Chilled","Perishable","315","296","296","0","0","0","197.173784537166","197.173784537166","638","851","296","15","1178","0","1","975","1","SUP_1","4","6","851","1","5"
"6/24/2024","SKU_002","Milk","Chilled","Perishable","427","416","416","0","1","0.1266493624573375","121.471119733942","106.08687986266","1178","0","416","17","745","0","0","0","0","SUP_1","0","0","0","0","5"
"6/25/2024","SKU_002","Milk","Chilled","Perishable","276","249","249","0","0","0","127.287335771423","127.287335771423","745","1018","249","20","1494","0","1","1264","1","SUP_2","5","5","1018","0","5"
"6/26/2024","SKU_002","Milk","Chilled","Perishable","302","277","277","0","0","0","135.408148061267","135.408148061267","1494","0","277","41","1176","0","0","0","0","SUP_1","0","0","0","0","5"
"6/27/2024","SKU_002","Milk","Chilled","Perishable","313","308","308","0","1","0.2579893663475072","131.592598460036","97.6431073673097","1176","0","308","37","831","0","0","0","0","SUP_1","0","0","0","0","5"
"6/28/2024","SKU_002","Milk","Chilled","Perishable","622","591","591","0","0","0","145.652300623902","145.652300623902","831","0","591","19","221","0","0","0","0","SUP_2","0","0","0","0","5"
"6/29/2024","SKU_002","Milk","Chilled","Perishable","323","370","221","149","0","0","188.903170819729","188.903170819729","221","1153","221","37","1116","1","1","1222","1","SUP_3","2","2","1153","0","5"
"6/30/2024","SKU_002","Milk","Chilled","Perishable","551","492","492","0","0","0","244.086432154631","244.086432154631","1116","0","492","48","576","0","0","0","0","SUP_2","0","0","0","0","5"
"7/1/2024","SKU_002","Milk","Chilled","Perishable","311","269","269","0","0","0","189.527333968844","189.527333968844","576","693","269","27","973","0","1","831","1","SUP_1","6","6","693","0","5"
"7/2/2024","SKU_002","Milk","Chilled","Perishable","239","230","230","0","0","0","208.89351981612","208.89351981612","973","0","230","48","695","0","0","0","0","SUP_2","0","0","0","0","5"
"7/3/2024","SKU_002","Milk","Chilled","Perishable","742","827","695","132","1","0.1851126738859014","125.616320960392","102.363147903704","695","1294","695","15","1279","1","1","1358","1","SUP_1","4","4","1294","0","5"
"7/4/2024","SKU_002","Milk","Chilled","Perishable","641","635","635","0","1","0.1655409776021998","248.074236607097","207.007784961239","1279","0","635","23","621","0","0","0","0","SUP_1","0","0","0","0","5"
"7/5/2024","SKU_002","Milk","Chilled","Perishable","660","797","621","176","0","0","176.731609610107","176.731609610107","621","770","621","26","744","1","1","909","1","SUP_1","6","8","770","1","5"
"7/6/2024","SKU_002","Milk","Chilled","Perishable","526","551","551","0","0","0","227.251199876551","227.251199876551","744","1180","551","17","1356","0","1","1455","1","SUP_3","3","4","1180","1","5"
"7/7/2024","SKU_002","Milk","Chilled","Perishable","477","587","587","0","1","0.1903975666050774","185.57733630341","150.243863054189","1356","0","587","64","705","0","0","0","0","SUP_3","0","0","0","0","5"
"7/8/2024","SKU_002","Milk","Chilled","Perishable","442","462","462","0","0","0","143.814963481691","143.814963481691","705","1147","462","20","1370","0","1","1311","1","SUP_1","6","6","1147","0","5"
"7/9/2024","SKU_002","Milk","Chilled","Perishable","544","545","545","0","0","0","168.68356952143","168.68356952143","1370","0","545","33","792","0","0","0","0","SUP_2","0","0","0","0","5"
"7/10/2024","SKU_002","Milk","Chilled","Perishable","291","276","276","0","0","0","228.213939729099","228.213939729099","792","1424","276","26","1914","0","1","1448","1","SUP_1","6","6","1424","0","5"
"7/11/2024","SKU_002","Milk","Chilled","Perishable","241","276","276","0","0","0","159.884409446429","159.884409446429","1914","0","276","46","1592","0","0","0","0","SUP_1","0","0","0","0","5"
"7/12/2024","SKU_002","Milk","Chilled","Perishable","836","788","788","0","0","0","163.084932325095","163.084932325095","1592","0","788","64","740","0","0","0","0","SUP_3","0","0","0","0","5"
"7/13/2024","SKU_002","Milk","Chilled","Perishable","848","940","740","200","0","0","176.992873862123","176.992873862123","740","948","740","23","925","1","1","1061","1","SUP_1","6","7","948","1","5"
"7/14/2024","SKU_002","Milk","Chilled","Perishable","365","389","389","0","0","0","215.172569934278","215.172569934278","925","0","389","25","511","0","0","0","0","SUP_1","0","0","0","0","5"
"7/15/2024","SKU_002","Milk","Chilled","Perishable","585","498","498","0","1","0.1855237514398564","194.529157712399","158.43937860916","511","1005","498","11","1007","0","1","1191","1","SUP_3","2","2","1005","0","5"
"7/16/2024","SKU_002","Milk","Chilled","Perishable","317","372","372","0","0","0","238.670320531286","238.670320531286","1007","0","372","47","588","0","0","0","0","SUP_3","0","0","0","0","5"
"7/17/2024","SKU_002","Milk","Chilled","Perishable","375","331","331","0","1","0.199134806891121","251.036371859501","201.046292426612","588","767","331","29","995","0","1","898","1","SUP_1","5","6","767","1","5"
"7/18/2024","SKU_002","Milk","Chilled","Perishable","637","730","730","0","0","0","254.990827977324","254.990827977324","995","0","730","30","235","0","0","0","0","SUP_2","0","0","0","0","5"
"7/19/2024","SKU_002","Milk","Chilled","Perishable","93","82","82","0","0","0","150.750236027174","150.750236027174","235","878","82","2","1029","0","1","939","1","SUP_1","6","8","878","1","5"
"7/20/2024","SKU_002","Milk","Chilled","Perishable","498","495","495","0","0","0","166.586920146995","166.586920146995","1029","0","495","37","497","0","0","0","0","SUP_1","0","0","0","0","5"
"7/21/2024","SKU_002","Milk","Chilled","Perishable","506","492","492","0","0","0","164.135876032476","164.135876032476","497","1267","492","9","1263","0","1","1334","1","SUP_2","4","4","1267","0","5"
"7/22/2024","SKU_002","Milk","Chilled","Perishable","478","457","457","0","0","0","230.178611673876","230.178611673876","1263","0","457","57","749","0","0","0","0","SUP_2","0","0","0","0","5"
"7/23/2024","SKU_002","Milk","Chilled","Perishable","846","750","749","1","0","0","196.47907467064","196.47907467064","749","917","749","23","894","1","1","949","1","SUP_3","5","5","917","0","5"
"7/24/2024","SKU_002","Milk","Chilled","Perishable","406","409","409","0","0","0","182.018815411885","182.018815411885","894","0","409","44","441","0","0","0","0","SUP_1","0","0","0","0","5"
"7/25/2024","SKU_002","Milk","Chilled","Perishable","484","504","441","63","0","0","143.834919634644","143.834919634644","441","860","441","20","840","1","1","882","1","SUP_3","3","3","860","0","5"
"7/26/2024","SKU_002","Milk","Chilled","Perishable","635","572","572","0","0","0","136.356863097495","136.356863097495","840","0","572","9","259","0","0","0","0","SUP_2","0","0","0","0","5"
"7/27/2024","SKU_002","Milk","Chilled","Perishable","185","220","220","0","0","0","230.513148684669","230.513148684669","259","860","220","6","893","0","1","1027","1","SUP_3","3","5","860","1","5"
"7/28/2024","SKU_002","Milk","Chilled","Perishable","576","549","549","0","0","0","157.711596328377","157.711596328377","893","0","549","13","331","0","0","0","0","SUP_2","0","0","0","0","5"
"7/29/2024","SKU_002","Milk","Chilled","Perishable","352","405","331","74","0","0","200.204124165187","200.204124165187","331","1276","331","8","1268","1","1","1405","1","SUP_1","2","2","1276","0","5"
"7/30/2024","SKU_002","Milk","Chilled","Perishable","593","500","500","0","1","0.2332062153281525","209.033032263538","160.285229930791","1268","0","500","44","724","0","0","0","0","SUP_2","0","0","0","0","5"
"7/31/2024","SKU_002","Milk","Chilled","Perishable","481","416","416","0","0","0","146.59951128832","146.59951128832","724","832","416","25","1115","0","1","847","1","SUP_2","3","3","832","0","5"
"8/1/2024","SKU_002","Milk","Chilled","Perishable","527","450","450","0","1","0.1313447210270469","250.539889617034","217.632797709138","1115","0","450","18","647","0","0","0","0","SUP_2","0","0","0","0","5"
"8/2/2024","SKU_002","Milk","Chilled","Perishable","1082","1313","647","666","1","0.1893177304990113","244.331253516233","198.075015110561","647","1044","647","29","1015","1","1","1076","1","SUP_2","3","3","1044","0","5"
"8/3/2024","SKU_002","Milk","Chilled","Perishable","825","980","980","0","0","0","258.796260826946","258.796260826946","1015","0","980","18","17","0","0","0","0","SUP_1","0","0","0","0","5"
"8/4/2024","SKU_002","Milk","Chilled","Perishable","351","382","17","365","0","0","142.296637207753","142.296637207753","17","1163","17","0","1163","1","1","1273","1","SUP_1","6","6","1163","0","5"
"8/5/2024","SKU_002","Milk","Chilled","Perishable","637","665","665","0","0","0","256.900348733676","256.900348733676","1163","0","665","37","461","0","0","0","0","SUP_3","0","0","0","0","5"
"8/6/2024","SKU_002","Milk","Chilled","Perishable","243","274","274","0","1","0.2024777470421179","195.218898516783","155.691415765061","461","800","274","17","970","0","1","845","1","SUP_1","5","5","800","0","5"
"8/7/2024","SKU_002","Milk","Chilled","Perishable","456","411","411","0","0","0","223.575028811184","223.575028811184","970","0","411","13","546","0","0","0","0","SUP_1","0","0","0","0","5"
"8/8/2024","SKU_002","Milk","Chilled","Perishable","1176","1198","546","652","0","0","220.022789151515","220.022789151515","546","1147","546","9","1138","1","1","1302","1","SUP_1","4","6","1147","1","5"
"8/9/2024","SKU_002","Milk","Chilled","Perishable","255","244","244","0","0","0","229.113070962465","229.113070962465","1138","0","244","21","873","0","0","0","0","SUP_1","0","0","0","0","5"
"8/10/2024","SKU_002","Milk","Chilled","Perishable","502","444","444","0","1","0.163698088932826","214.078301996326","179.034093077543","873","0","444","25","404","0","0","0","0","SUP_3","0","0","0","0","5"
"8/11/2024","SKU_002","Milk","Chilled","Perishable","414","376","376","0","0","0","150.669326283733","150.669326283733","404","1199","376","17","1210","0","1","1451","1","SUP_1","2","2","1199","0","5"
"8/12/2024","SKU_002","Milk","Chilled","Perishable","588","592","592","0","0","0","244.670348228708","244.670348228708","1210","0","592","57","561","0","0","0","0","SUP_2","0","0","0","0","5"
"8/13/2024","SKU_002","Milk","Chilled","Perishable","489","508","508","0","0","0","219.37213048968","219.37213048968","561","839","508","26","866","0","1","994","1","SUP_3","3","3","839","0","5"
"8/14/2024","SKU_002","Milk","Chilled","Perishable","621","587","587","0","0","0","154.491986640668","154.491986640668","866","0","587","32","247","0","0","0","0","SUP_1","0","0","0","0","5"
"8/15/2024","SKU_002","Milk","Chilled","Perishable","211","220","220","0","1","0.2873188342060261","236.9754990938","168.887974958778","247","1248","220","4","1271","0","1","1333","1","SUP_3","6","6","1248","0","5"
"8/16/2024","SKU_002","Milk","Chilled","Perishable","654","576","576","0","0","0","159.838517566624","159.838517566624","1271","0","576","18","677","0","0","0","0","SUP_1","0","0","0","0","5"
"8/17/2024","SKU_002","Milk","Chilled","Perishable","156","184","184","0","0","0","178.787056677785","178.787056677785","677","1291","184","18","1766","0","1","1339","1","SUP_3","2","2","1291","0","5"
"8/18/2024","SKU_002","Milk","Chilled","Perishable","1379","1177","1177","0","0","0","216.072659213503","216.072659213503","1766","0","1177","75","514","0","0","0","0","SUP_1","0","0","0","0","5"
"8/19/2024","SKU_002","Milk","Chilled","Perishable","325","336","336","0","0","0","244.559920817416","244.559920817416","514","1148","336","6","1320","0","1","1410","1","SUP_3","2","2","1148","0","5"
"8/20/2024","SKU_002","Milk","Chilled","Perishable","751","905","905","0","0","0","129.60413788532","129.60413788532","1320","0","905","21","394","0","0","0","0","SUP_1","0","0","0","0","5"
"8/21/2024","SKU_002","Milk","Chilled","Perishable","443","472","394","78","1","0.107315527291833","146.611957763978","130.878218209249","394","1035","394","8","1027","1","1","1216","1","SUP_2","6","6","1035","0","5"
"8/22/2024","SKU_002","Milk","Chilled","Perishable","478","522","522","0","0","0","249.220117514584","249.220117514584","1027","0","522","42","463","0","0","0","0","SUP_1","0","0","0","0","5"
"8/23/2024","SKU_002","Milk","Chilled","Perishable","361","360","360","0","0","0","214.333980406915","214.333980406915","463","1174","360","15","1262","0","1","1190","1","SUP_3","5","5","1174","0","5"
"8/24/2024","SKU_002","Milk","Chilled","Perishable","534","599","599","0","0","0","154.979855422517","154.979855422517","1262","0","599","41","622","0","0","0","0","SUP_2","0","0","0","0","5"
"8/25/2024","SKU_002","Milk","Chilled","Perishable","474","447","447","0","1","0.2718956108519218","247.772455426078","180.404212305724","622","1088","447","15","1248","0","1","1315","1","SUP_3","2","4","1088","1","5"
"8/26/2024","SKU_002","Milk","Chilled","Perishable","880","754","754","0","0","0","191.617867512704","191.617867512704","1248","0","754","33","461","0","0","0","0","SUP_2","0","0","0","0","5"
"8/27/2024","SKU_002","Milk","Chilled","Perishable","648","669","461","208","0","0","242.137354762774","242.137354762774","461","1200","461","7","1193","1","1","1259","1","SUP_2","3","3","1200","0","5"
